row_id,model,question,gold_answer,model_response,gold_norm,pred_norm,exact_match,contains_gold,fuzzy_score,fuzzy_correct_80,fuzzy_correct_90,response_length_chars,gold_length_chars
19,openai:gpt-4o-mini,Pourquoi le roi des francs est-il devenu le roi de France ?,étendre le domaine royal au détriment des princes,Unification des royaumes.,etendre le domaine royal au detriment des princes,unification des royaumes,0,0,38.35616438356164,0,0,25,49
20,openai:gpt-4o-mini,Quand est-ce que le roi des francs est-il devenu le roi de France ?,1204,987.,1204,987,0,0,0.0,0,0,4,4
22,openai:gpt-4o-mini,Comment Philippe Auguste utilise t-il le droit féodal ?,"prononcer une confiscation, dont le duché de Normandie",Pour renforcer son pouvoir royal.,prononcer une confiscation dont le duche de normandie,pour renforcer son pouvoir royal,0,0,40.0,0,0,33,54
23,openai:gpt-4o-mini,Comment Philippe Auguste utilise t-il le droit féodal ?,pour prononcer une confiscation,Pour renforcer son pouvoir.,pour prononcer une confiscation,pour renforcer son pouvoir,0,0,56.14035087719298,0,0,27,31
24,openai:gpt-4o-mini,Quel est le roi d'Angleterre à l'époque de Philippe II Auguste ?,Jean d'Angleterre,Jean sans Terre.,jean d angleterre,jean sans terre,0,0,75.0,0,0,16,17
25,openai:gpt-4o-mini,Quel est le roi d'Angleterre à l'époque de Philippe II Auguste ?,Jean d'Angleterre,Jean sans Terre.,jean d angleterre,jean sans terre,0,0,75.0,0,0,16,17
26,openai:gpt-4o-mini,Quel est le roi d'Angleterre à l'époque de Philippe II Auguste ?,Jean d'Angleterre,Jean sans Terre.,jean d angleterre,jean sans terre,0,0,75.0,0,0,16,17
27,openai:gpt-4o-mini,A quelle époque la vision du royaume change-t-elle ?,Sous le règne de Louis VI,Au Moyen Âge.,sous le regne de louis vi,au moyen age,0,0,32.432432432432435,0,0,13,25
28,openai:gpt-4o-mini,Quel est le roi qui mena plusieurs expédition dans le royaume ?,Louis VI,Roi Salomon.,louis vi,roi salomon,0,0,31.57894736842105,0,0,12,8
29,openai:gpt-4o-mini,Pourquoi Louis VI mena-t-il plusieurs expédition dans le royaume ?,pour soumettre les châtelains qui ne reconnaissent pas son pouvoir,Pour renforcer son autorité.,pour soumettre les chatelains qui ne reconnaissent pas son pouvoir,pour renforcer son autorite,0,0,40.86021505376344,0,0,28,66
31,openai:gpt-4o-mini,Quelle est le nom de la Reine de Louis VII ?,Aliénor d'Aquitaine,Eleanor d'Aquitaine.,alienor d aquitaine,eleanor d aquitaine,0,0,89.47368421052632,1,0,20,19
33,openai:gpt-4o-mini,En quoi consiste la sélection massale ?,"repérer les meilleurs pieds de vigne, à en prélever des bout de sarments pour ensuite les greffer",Élimination des individus moins adaptés d'une population.,reperer les meilleurs pieds de vigne a en prelever des bout de sarments pour ensuite les greffer,elimination des individus moins adaptes d une population,0,0,35.526315789473685,0,0,57,97
34,openai:gpt-4o-mini,Y a-t-il des vignes issues de la sélection massale en côte des blancs ?,beaucoup de vignobles plantés en sélection massale,Oui.,beaucoup de vignobles plantes en selection massale,oui,0,0,11.32075471698113,0,0,4,50
